piezo amplitude phase
1.523018E-08 2.570452E-08 -9.009888E+01
1.516877E-08 2.568906E-08 -9.011536E+01
1.510736E-08 2.571666E-08 -9.015930E+01
1.504594E-08 2.571445E-08 -9.003845E+01
1.498453E-08 2.568906E-08 -9.004395E+01
1.492312E-08 2.568023E-08 -9.002197E+01
1.486171E-08 2.572770E-08 -9.002197E+01
1.480030E-08 2.576413E-08 -9.005493E+01
1.473888E-08 2.573653E-08 -9.003845E+01
1.467747E-08 2.574316E-08 -9.003845E+01
1.461606E-08 2.573101E-08 -9.010437E+01
1.455465E-08 2.571666E-08 -9.006592E+01
1.449324E-08 2.573874E-08 -9.003845E+01
1.443182E-08 2.569789E-08 -9.009888E+01
1.437041E-08 2.568796E-08 -9.007690E+01
1.430900E-08 2.569458E-08 -9.009888E+01
1.424759E-08 2.571335E-08 -9.002747E+01
1.418618E-08 2.569569E-08 -9.002747E+01
1.412476E-08 2.570341E-08 -9.008240E+01
1.406335E-08 2.568244E-08 -9.002197E+01
1.400194E-08 2.576082E-08 -9.001099E+01
1.394053E-08 2.575972E-08 -9.008789E+01
1.387912E-08 2.576303E-08 -9.013184E+01
1.381770E-08 2.572991E-08 -9.020874E+01
1.375629E-08 2.571666E-08 -9.013184E+01
1.369488E-08 2.573653E-08 -9.005493E+01
1.363347E-08 2.573212E-08 -9.008789E+01
1.357206E-08 2.575420E-08 -9.013733E+01
1.351064E-08 2.571997E-08 -9.014832E+01
1.344923E-08 2.570673E-08 -9.018677E+01
1.338782E-08 2.571887E-08 -9.009888E+01
1.332641E-08 2.573432E-08 -9.010986E+01
1.326500E-08 2.574757E-08 -9.004395E+01
1.320358E-08 2.573543E-08 -9.011536E+01
1.314217E-08 2.574868E-08 -9.005493E+01
1.308076E-08 2.575972E-08 -9.007141E+01
1.301935E-08 2.579173E-08 -9.003296E+01
1.295794E-08 2.576744E-08 -9.010986E+01
1.289652E-08 2.575420E-08 -9.009888E+01
1.283511E-08 2.575972E-08 -9.013184E+01
1.277370E-08 2.572108E-08 -9.015930E+01
1.271229E-08 2.571556E-08 -9.025269E+01
1.265088E-08 2.572329E-08 -9.015381E+01
1.258946E-08 2.573653E-08 -9.008240E+01
1.252805E-08 2.572991E-08 -9.007141E+01
1.246664E-08 2.575420E-08 -9.004395E+01
1.240523E-08 2.574095E-08 -9.013733E+01
1.234382E-08 2.571004E-08 -9.007690E+01
1.228240E-08 2.571997E-08 -9.009888E+01
1.222099E-08 2.567802E-08 -9.019776E+01
1.215958E-08 2.573101E-08 -9.010437E+01
1.209817E-08 2.571114E-08 -9.005493E+01
1.203676E-08 2.572439E-08 -9.013733E+01
1.197534E-08 2.571114E-08 -9.010437E+01
1.191393E-08 2.569127E-08 -9.009888E+01
1.185252E-08 2.571556E-08 -9.006043E+01
1.179111E-08 2.571777E-08 -9.001099E+01
1.172970E-08 2.569127E-08 -9.012085E+01
1.166828E-08 2.568244E-08 -9.015930E+01
1.160687E-08 2.568023E-08 -9.009888E+01
1.154546E-08 2.572660E-08 -9.018128E+01
1.148405E-08 2.575530E-08 -9.016480E+01
1.142264E-08 2.577296E-08 -9.014282E+01
1.136122E-08 2.575751E-08 -9.014832E+01
1.129981E-08 2.575420E-08 -9.020874E+01
1.123840E-08 2.570783E-08 -9.012634E+01
1.117699E-08 2.571445E-08 -9.018677E+01
1.111558E-08 2.569679E-08 -9.021973E+01
1.105416E-08 2.570562E-08 -9.028565E+01
1.099275E-08 2.569127E-08 -9.015381E+01
1.093134E-08 2.572218E-08 -9.021973E+01
1.086993E-08 2.570783E-08 -9.021973E+01
1.080852E-08 2.569900E-08 -9.024719E+01
1.074710E-08 2.568354E-08 -9.027466E+01
1.068569E-08 2.570452E-08 -9.034058E+01
1.062428E-08 2.571556E-08 -9.025269E+01
1.056287E-08 2.575751E-08 -9.029114E+01
1.050146E-08 2.578290E-08 -9.019226E+01
1.044004E-08 2.573874E-08 -9.030213E+01
1.037863E-08 2.571445E-08 -9.026367E+01
1.031722E-08 2.571556E-08 -9.025818E+01
1.025581E-08 2.574757E-08 -9.032410E+01
1.019440E-08 2.575088E-08 -9.032959E+01
1.013298E-08 2.573543E-08 -9.036804E+01
1.007157E-08 2.565815E-08 -9.034607E+01
1.001016E-08 2.567140E-08 -9.045594E+01
9.948747E-09 2.567582E-08 -9.056031E+01
9.887335E-09 2.572329E-08 -9.062073E+01
9.825923E-09 2.567692E-08 -9.098878E+01
9.764511E-09 2.565926E-08 -9.121400E+01
9.703099E-09 2.565042E-08 -9.122498E+01
9.641687E-09 2.556984E-08 -9.160951E+01
9.580275E-09 2.556984E-08 -9.186769E+01
9.518863E-09 2.558198E-08 -9.228517E+01
9.457451E-09 2.552126E-08 -9.172487E+01
9.396039E-09 2.543957E-08 -9.207643E+01
9.334627E-09 2.530157E-08 -9.296084E+01
9.273215E-09 2.521988E-08 -9.394962E+01
9.211803E-09 2.525631E-08 -9.385623E+01
9.150391E-09 2.524196E-08 -9.405948E+01
9.088979E-09 2.520443E-08 -9.415836E+01
9.027567E-09 2.509955E-08 -9.548771E+01
8.966155E-09 2.511280E-08 -9.563054E+01
8.904743E-09 2.502779E-08 -9.577885E+01
8.843331E-09 2.496487E-08 -9.609197E+01
8.781919E-09 2.478271E-08 -9.755865E+01
8.720507E-09 2.475401E-08 -9.815741E+01
8.659095E-09 2.474297E-08 -9.836066E+01
8.597683E-09 2.473304E-08 -9.855292E+01
8.536271E-09 2.468336E-08 -9.934944E+01
8.474859E-09 2.471869E-08 -9.858588E+01
8.413447E-09 2.458179E-08 -9.779486E+01
8.352034E-09 2.436432E-08 -9.910224E+01
8.290622E-09 2.437977E-08 -9.999214E+01
8.229210E-09 2.450562E-08 -9.992622E+01
8.167798E-09 2.442945E-08 -1.000086E+02
8.106386E-09 2.433009E-08 -1.012666E+02
8.044974E-09 2.439964E-08 -1.014918E+02
7.983562E-09 2.436321E-08 -1.011347E+02
7.922150E-09 2.426717E-08 -1.019972E+02
7.860738E-09 2.427269E-08 -1.019972E+02
7.799326E-09 2.415898E-08 -1.019972E+02
7.737914E-09 2.406735E-08 -1.015193E+02
7.676502E-09 2.394040E-08 -1.027113E+02
7.615090E-09 2.391832E-08 -1.038429E+02
7.553678E-09 2.390065E-08 -1.037275E+02
7.492266E-09 2.402098E-08 -1.036341E+02
7.430854E-09 2.387637E-08 -1.038868E+02
7.369442E-09 2.383221E-08 -1.048866E+02
7.308030E-09 2.381896E-08 -1.048756E+02
7.246618E-09 2.386202E-08 -1.050294E+02
7.185206E-09 2.381013E-08 -1.052821E+02
7.123794E-09 2.371077E-08 -1.045240E+02
7.062382E-09 2.354849E-08 -1.053315E+02
7.000970E-09 2.351316E-08 -1.060786E+02
6.939558E-09 2.344803E-08 -1.055842E+02
6.878146E-09 2.330673E-08 -1.059742E+02
6.816734E-09 2.335420E-08 -1.075068E+02
6.755322E-09 2.340829E-08 -1.075068E+02
6.693910E-09 2.336413E-08 -1.071168E+02
6.632498E-09 2.319523E-08 -1.071443E+02
6.571086E-09 2.308593E-08 -1.082759E+02
6.509674E-09 2.310801E-08 -1.077925E+02
6.448262E-09 2.298106E-08 -1.077870E+02
6.386850E-09 2.277131E-08 -1.089021E+02
6.325438E-09 2.282209E-08 -1.105171E+02
6.264026E-09 2.289053E-08 -1.094844E+02
6.202614E-09 2.269513E-08 -1.095833E+02
6.141202E-09 2.266974E-08 -1.116158E+02
6.079790E-09 2.272273E-08 -1.116817E+02
6.018378E-09 2.265870E-08 -1.105061E+02
5.956966E-09 2.254720E-08 -1.113466E+02
5.895554E-09 2.244674E-08 -1.118794E+02
5.834142E-09 2.241473E-08 -1.123464E+02
5.772730E-09 2.241804E-08 -1.118630E+02
5.711318E-09 2.219835E-08 -1.121980E+02
5.649906E-09 2.216413E-08 -1.143459E+02
5.588494E-09 2.226017E-08 -1.130165E+02
5.527082E-09 2.212218E-08 -1.124068E+02
5.465670E-09 2.201510E-08 -1.133461E+02
5.404258E-09 2.197204E-08 -1.148842E+02
5.342846E-09 2.203497E-08 -1.161696E+02
5.281434E-09 2.241362E-08 -1.152633E+02
5.220022E-09 2.274812E-08 -1.099623E+02
5.158610E-09 2.284527E-08 -1.053920E+02
5.097198E-09 2.306606E-08 -1.032002E+02
5.035786E-09 2.329569E-08 -9.926155E+01
4.974373E-09 2.324270E-08 -9.177431E+01
4.912961E-09 2.310470E-08 -8.868163E+01
4.851549E-09 2.319412E-08 -8.906615E+01
4.790137E-09 2.302522E-08 -8.756102E+01
4.728725E-09 2.286625E-08 -8.324885E+01
4.667313E-09 2.277683E-08 -8.277643E+01
4.605901E-09 2.295346E-08 -8.542965E+01
4.544489E-09 2.281657E-08 -8.567135E+01
4.483077E-09 2.258915E-08 -7.945854E+01
4.421665E-09 2.269955E-08 -8.523190E+01
4.360253E-09 2.263994E-08 -8.286433E+01
4.298841E-09 2.252733E-08 -7.842032E+01
4.237429E-09 2.234518E-08 -7.564625E+01
4.176017E-09 2.238382E-08 -7.829398E+01
4.114605E-09 2.239486E-08 -8.226557E+01
4.053193E-09 2.202503E-08 -7.393787E+01
3.991781E-09 2.228005E-08 -7.622304E+01
3.930369E-09 2.228005E-08 -7.829947E+01
3.868957E-09 2.213212E-08 -7.738760E+01
3.807545E-09 2.199522E-08 -7.835990E+01
3.746133E-09 2.192236E-08 -7.521778E+01
3.684721E-09 2.205263E-08 -7.916190E+01
3.623309E-09 2.176450E-08 -7.680532E+01
3.561897E-09 2.163092E-08 -7.221300E+01
3.500485E-09 2.172476E-08 -7.427844E+01
3.439073E-09 2.175787E-08 -7.254808E+01
3.377661E-09 2.154481E-08 -7.354235E+01
3.316249E-09 2.135603E-08 -6.726911E+01
3.254837E-09 2.170268E-08 -7.528919E+01
3.193425E-09 2.149734E-08 -7.595937E+01
3.132013E-09 2.121804E-08 -7.068589E+01
3.070601E-09 2.142890E-08 -7.172960E+01
3.009189E-09 2.134499E-08 -7.582753E+01
2.947777E-09 2.103809E-08 -7.012558E+01
2.886365E-09 2.103809E-08 -6.738996E+01
2.824953E-09 2.121473E-08 -7.207567E+01
2.763541E-09 2.111096E-08 -7.501453E+01
2.702129E-09 2.070801E-08 -6.859847E+01
2.640717E-09 2.079191E-08 -6.391276E+01
2.579305E-09 2.108446E-08 -7.657460E+01
2.517893E-09 2.078750E-08 -7.186143E+01
2.456481E-09 2.055898E-08 -6.894454E+01
2.395069E-09 2.079743E-08 -7.168565E+01
2.333657E-09 2.063625E-08 -7.176256E+01
2.272245E-09 2.045962E-08 -6.945541E+01
2.210833E-09 2.021786E-08 -6.646711E+01
2.149421E-09 2.054352E-08 -7.185045E+01
2.088009E-09 2.032384E-08 -7.248217E+01
2.026597E-09 2.009421E-08 -6.837874E+01
1.965185E-09 2.028078E-08 -6.691755E+01
1.903773E-09 2.031500E-08 -7.029038E+01
1.842361E-09 2.003129E-08 -6.910934E+01
1.780949E-09 2.000479E-08 -6.664289E+01
1.719537E-09 2.020571E-08 -6.848311E+01
1.658124E-09 2.012843E-08 -7.145494E+01
1.596712E-09 1.985797E-08 -6.779097E+01
1.535300E-09 1.981602E-08 -6.629682E+01
1.473888E-09 1.999154E-08 -7.077927E+01
1.412476E-09 1.975419E-08 -6.981247E+01
1.351064E-09 1.934242E-08 -6.437969E+01
1.289652E-09 1.948041E-08 -6.388530E+01
1.228240E-09 1.955107E-08 -6.890060E+01
1.166828E-09 1.927066E-08 -6.486309E+01
1.105416E-09 1.911721E-08 -6.276468E+01
1.044004E-09 1.933138E-08 -6.323161E+01
9.825923E-10 1.935898E-08 -6.886214E+01
9.211803E-10 1.890967E-08 -6.467632E+01
8.597683E-10 1.900240E-08 -5.983681E+01
7.983562E-10 1.925189E-08 -6.676923E+01
7.369442E-10 1.897259E-08 -6.495098E+01
6.755322E-10 1.872972E-08 -6.139688E+01
6.141202E-10 1.890746E-08 -6.227030E+01
5.527082E-10 1.902337E-08 -6.758772E+01
4.912961E-10 1.868556E-08 -6.411601E+01
4.298841E-10 1.850231E-08 -5.964454E+01
3.684721E-10 1.875180E-08 -6.535748E+01
3.070601E-10 1.866128E-08 -6.590131E+01
2.456481E-10 1.825392E-08 -6.332499E+01
1.842361E-10 1.815015E-08 -5.572789E+01
1.228240E-10 1.854757E-08 -6.162759E+01
6.141202E-11 1.829808E-08 -6.552777E+01
